,y_true,y_pred,score
1062,3,3,[1.0170967e-04 1.2447454e-04 5.6907238e-04 9.9920481e-01]
1063,2,1,[4.3352232e-03 9.9326479e-01 1.4122148e-04 2.2587657e-03]
1064,3,3,[1.0073686e-04 1.3559233e-04 5.8568069e-03 9.9390692e-01]
1065,3,3,[1.5622530e-04 1.3369248e-04 2.6850149e-04 9.9944156e-01]
1066,3,3,[2.2296479e-04 1.5338811e-04 1.2062573e-03 9.9841738e-01]
1067,3,3,[1.2595870e-04 1.7333135e-04 1.7014328e-04 9.9953055e-01]
1068,2,2,[3.0603296e-05 2.8085151e-01 7.1185762e-01 7.2602304e-03]
1069,3,3,[5.6776154e-04 4.5659443e-04 1.0385413e-03 9.9793720e-01]
1070,3,3,[2.6598937e-04 1.2974541e-04 3.8465546e-04 9.9921966e-01]
1071,1,2,[3.5262376e-05 1.8974419e-03 9.9747986e-01 5.8744685e-04]
1072,3,3,[2.0666981e-04 2.6519090e-04 3.3524362e-03 9.9617565e-01]
1073,3,3,[8.0208985e-05 2.7803238e-04 7.3049462e-04 9.9891126e-01]
1074,3,3,[1.3614842e-04 6.4347452e-04 3.9752878e-04 9.9882287e-01]
1075,3,3,[1.1126318e-04 2.8873762e-04 5.9050164e-04 9.9900937e-01]
1076,1,2,[1.5968384e-04 9.5721632e-03 8.6894327e-01 1.2132480e-01]
1077,3,3,[0.00187225 0.0234685  0.01566203 0.95899725]
1078,3,2,[2.2341555e-04 9.1035862e-04 9.9657637e-01 2.2897779e-03]
1079,1,2,[9.0030044e-05 3.4251802e-02 9.6482742e-01 8.3075493e-04]
1080,3,3,[4.2239172e-04 3.1771068e-04 2.7092595e-02 9.7216743e-01]
1081,3,3,[1.0243729e-04 1.9218684e-04 1.6634604e-04 9.9953902e-01]
1082,3,3,[2.438377e-02 2.383073e-04 5.897001e-03 9.694809e-01]
1083,3,3,[1.1122302e-04 1.6628890e-04 1.4841247e-04 9.9957401e-01]
1084,3,3,[6.0573075e-04 3.4508115e-04 1.2423450e-03 9.9780685e-01]
1085,3,3,[0.00116326 0.01062062 0.00115736 0.9870588 ]
1086,2,2,[2.8059643e-04 9.5667900e-05 9.2622185e-01 7.3401853e-02]
1087,3,1,[8.5305328e-05 9.6168464e-01 2.6705038e-02 1.1524949e-02]
1088,3,3,[1.6483420e-04 9.5964722e-05 1.5887925e-04 9.9958032e-01]
1089,3,3,[1.6503112e-04 1.4000574e-04 1.0419992e-04 9.9959081e-01]
1090,3,3,[1.8143825e-03 1.4869317e-04 2.6825102e-04 9.9776876e-01]
1091,3,3,[2.8582293e-04 2.2349614e-04 8.3600302e-05 9.9940705e-01]
1092,1,1,[3.5725499e-04 6.2751627e-01 1.3003987e-04 3.7199643e-01]
1093,3,3,[3.5664947e-03 1.8521126e-04 2.7443364e-04 9.9597389e-01]
1094,3,3,[2.5889985e-04 9.8132259e-05 2.5004213e-04 9.9939287e-01]
1095,1,1,[4.1179620e-03 9.9382353e-01 1.6061179e-04 1.8979395e-03]
1096,3,3,[6.7463424e-03 7.4167212e-04 1.5085518e-02 9.7742653e-01]
1097,3,3,[2.3493309e-04 1.5976721e-04 2.9557897e-04 9.9930978e-01]
1098,3,3,[6.7940622e-04 1.9163615e-04 1.7018191e-04 9.9895883e-01]
1099,3,3,[2.6007768e-04 1.5717851e-04 1.6456010e-04 9.9941826e-01]
1100,3,3,[2.6180118e-04 3.3587444e-04 4.7413548e-04 9.9892813e-01]
1101,3,3,[0.0066017  0.01881954 0.00122816 0.9733506 ]
1102,1,0,[0.96780527 0.01774426 0.0030991  0.0113514 ]
1103,1,1,[0.04720474 0.9425254  0.00748678 0.00278305]
1104,3,3,[4.6068517e-04 1.0155465e-02 4.0506810e-02 9.4887704e-01]
1105,3,3,[2.8614746e-04 9.2022616e-05 2.9683998e-04 9.9932504e-01]
1106,3,3,[0.00454774 0.00180285 0.00176416 0.9918853 ]
1107,3,3,[2.9068178e-04 1.0135225e-04 1.9659156e-04 9.9941134e-01]
1108,3,3,[9.25027882e-04 1.15595125e-04 2.43175146e-03 9.96527612e-01]
1109,3,3,[8.0943853e-03 2.9796595e-04 1.2378953e-03 9.9036974e-01]
1110,3,3,[7.0086907e-04 3.6279624e-04 6.2509559e-02 9.3642670e-01]
1111,2,2,[3.0490586e-05 1.9803952e-02 9.7855228e-01 1.6133905e-03]
1112,3,3,[9.1048394e-04 9.7332420e-05 2.4873212e-03 9.9650490e-01]
1113,3,3,[7.84570584e-05 1.10612746e-04 1.92386782e-04 9.99618530e-01]
1114,2,3,[1.9455745e-04 1.3917276e-04 2.2822620e-04 9.9943799e-01]
1115,3,3,[7.1773240e-05 1.5018550e-04 1.3557794e-04 9.9964249e-01]
1116,3,3,[1.3184703e-04 1.6945921e-04 4.2668520e-04 9.9927193e-01]
1117,3,3,[1.3993946e-03 1.2312595e-04 2.7033087e-04 9.9820709e-01]
1118,3,3,[8.20251735e-05 1.04645595e-04 1.05121324e-03 9.98762131e-01]
1119,2,0,[9.9777323e-01 3.4036295e-04 1.5763262e-05 1.8705705e-03]
1120,3,3,[1.2199306e-04 3.4942114e-04 3.0209817e-04 9.9922657e-01]
1121,3,3,[1.65676363e-04 3.31460004e-04 1.21991536e-04 9.99380827e-01]
1122,3,3,[5.1059510e-04 1.3514000e-04 3.8797266e-04 9.9896622e-01]
1123,3,3,[2.0324971e-04 1.4390601e-04 1.0039095e-04 9.9955243e-01]
1124,1,1,[3.1322652e-05 9.3810332e-01 2.5780953e-04 6.1607640e-02]
1125,1,1,[4.5081112e-04 9.9216312e-01 1.4970887e-04 7.2364323e-03]
1126,3,3,[1.6421414e-04 1.0770988e-04 4.2311661e-04 9.9930501e-01]
1127,1,1,[3.1569065e-04 9.9807286e-01 4.7880449e-04 1.1325345e-03]
1128,3,3,[8.6651584e-05 4.7701888e-04 1.9177508e-04 9.9924457e-01]
1129,3,3,[7.8158962e-05 1.3782733e-04 1.4402995e-04 9.9963987e-01]
1130,3,3,[1.2475943e-04 2.8597043e-04 2.6121151e-04 9.9932802e-01]
1131,3,3,[2.1160304e-04 9.7579090e-05 1.9826843e-04 9.9949253e-01]
1132,3,3,[7.8850695e-05 6.6210613e-02 1.4211288e-04 9.3356842e-01]
1133,3,3,[3.2745936e-04 1.4574165e-04 1.6701334e-04 9.9935979e-01]
1134,2,3,[1.11048306e-04 3.63990810e-04 7.10853143e-04 9.98814106e-01]
1135,1,1,[3.0327776e-06 9.9426222e-01 9.7766075e-05 5.6370511e-03]
1136,3,3,[1.8278800e-04 1.1898894e-04 1.2000552e-03 9.9849808e-01]
1137,3,3,[2.6109698e-04 1.2481061e-04 2.6115371e-04 9.9935287e-01]
1138,3,3,[1.17781537e-03 1.07025575e-04 6.56769553e-04 9.98058259e-01]
1139,3,3,[2.4599556e-04 1.1170430e-04 2.0308177e-04 9.9943918e-01]
1140,3,3,[1.1463698e-04 9.5025398e-02 1.8453401e-03 9.0301466e-01]
1141,3,1,[6.1557913e-04 8.9096791e-01 1.7002018e-03 1.0671638e-01]
1142,3,2,[8.6141030e-05 4.3985998e-05 9.7064477e-01 2.9225158e-02]
1143,2,1,[1.6956372e-05 9.9857640e-01 6.7757501e-04 7.2909601e-04]
1144,3,3,[1.3753328e-04 8.2788087e-05 1.5073993e-04 9.9962890e-01]
1145,3,3,[2.7289477e-04 9.5751144e-05 1.3711743e-04 9.9949419e-01]
1146,3,3,[4.7518923e-03 1.4187260e-04 3.9157787e-04 9.9471468e-01]
1147,3,3,[1.8001741e-04 1.2739364e-04 9.6284180e-05 9.9959630e-01]
1148,3,3,[3.2473932e-04 1.4338086e-04 2.2762161e-04 9.9930418e-01]
1149,3,3,[3.0956652e-02 1.7183849e-04 5.2763440e-04 9.6834385e-01]
1150,3,3,[2.0422500e-04 2.7412403e-04 3.4527367e-04 9.9917644e-01]
1151,3,0,[9.9925631e-01 1.9416586e-04 2.1297032e-05 5.2821747e-04]
1152,3,3,[1.9889322e-04 6.3855521e-04 3.4086835e-01 6.5829420e-01]
1153,2,3,[1.4583187e-04 2.3952569e-04 3.0959451e-03 9.9651873e-01]
1154,3,3,[6.6604989e-04 1.4372705e-03 9.3431331e-02 9.0446538e-01]
1155,3,3,[2.2515077e-04 1.1707925e-04 4.1039955e-04 9.9924743e-01]
1156,3,3,[1.3845901e-03 1.0602163e-04 1.7785610e-03 9.9673092e-01]
1157,3,3,[2.1291773e-04 3.2237673e-04 4.3560206e-03 9.9510866e-01]
1158,3,3,[3.1324223e-04 8.3307037e-05 7.1742898e-04 9.9888593e-01]
1159,2,2,[8.2158613e-06 2.2214912e-04 9.9883348e-01 9.3613402e-04]
1160,3,3,[2.4002824e-04 5.8118807e-05 1.4036834e-03 9.9829823e-01]
1161,3,3,[2.2568638e-04 8.1100166e-05 5.2737741e-04 9.9916589e-01]
1162,3,2,[0.00185093 0.00606526 0.59303373 0.39905003]
1163,3,2,[1.0522668e-04 3.0225608e-04 9.2013037e-01 7.9462096e-02]
1164,3,3,[8.6685788e-04 1.2597471e-04 2.3187713e-03 9.9668843e-01]
1165,3,3,[1.2317930e-03 1.7404462e-04 1.4552696e-03 9.9713898e-01]
1166,3,2,[3.2251833e-03 1.3761607e-04 7.5230265e-01 2.4433453e-01]
1167,2,2,[4.5936892e-04 4.7231610e-05 9.9449921e-01 4.9941884e-03]
1168,3,3,[9.1291775e-05 1.6152927e-03 3.4899688e-01 6.4929646e-01]
1169,3,3,[1.3362845e-04 1.0061153e-04 1.9779106e-04 9.9956805e-01]
1170,3,3,[1.2923626e-04 2.0948706e-04 1.6510702e-03 9.9801022e-01]
1171,3,3,[1.1498073e-04 1.1113830e-04 1.8060116e-04 9.9959320e-01]
1172,3,3,[3.1098083e-04 1.6530328e-04 6.0203712e-04 9.9892175e-01]
1173,3,3,[1.2956635e-03 8.2758657e-04 2.9625086e-04 9.9758053e-01]
1174,3,3,[3.1290151e-04 1.3679294e-04 2.9202760e-04 9.9925834e-01]
1175,3,2,[3.0915651e-06 1.7680709e-04 9.9870598e-01 1.1141354e-03]
1176,2,2,[1.5473820e-04 4.3924368e-04 9.8512113e-01 1.4284873e-02]
1177,3,3,[1.627057e-04 8.099577e-05 5.432375e-04 9.992130e-01]
1178,2,3,[8.4855237e-05 2.1858120e-04 1.0868677e-02 9.8882794e-01]
1179,3,3,[8.8039094e-05 1.1900810e-04 3.6037565e-04 9.9943250e-01]
1180,3,3,[9.9605117e-05 3.6831253e-04 6.7435518e-02 9.3209654e-01]
1181,3,3,[1.7822912e-02 1.8257170e-04 4.5562689e-03 9.7743827e-01]
1182,3,3,[1.6228983e-04 1.7187645e-04 1.0316015e-03 9.9863416e-01]
1183,2,2,[3.8830636e-05 1.6551337e-04 9.9970299e-01 9.2607952e-05]
1184,3,3,[1.4714613e-04 2.3070941e-04 1.9711578e-04 9.9942505e-01]
1185,3,3,[1.4440450e-04 3.2610403e-04 1.4871784e-04 9.9938083e-01]
1186,3,3,[2.5878707e-04 2.6991920e-04 1.3835858e-04 9.9933285e-01]
1187,3,3,[1.3881722e-04 3.6208719e-04 8.4139909e-05 9.9941504e-01]
1188,1,1,[2.5844306e-04 6.0242534e-01 1.0501004e-03 3.9626610e-01]
1189,3,3,[5.5081258e-03 4.1403671e-04 3.2424156e-04 9.9375361e-01]
1190,3,2,[3.3138189e-05 6.2391213e-05 9.7857386e-01 2.1330582e-02]
1191,1,1,[0.10168821 0.8872974  0.00899866 0.00201579]
1192,3,3,[1.1868536e-04 3.4214373e-04 1.3092134e-04 9.9940825e-01]
1193,3,3,[8.3430590e-05 4.0671273e-04 5.9834601e-05 9.9945003e-01]
1194,3,3,[1.8151017e-04 3.3938774e-04 1.0749087e-04 9.9937159e-01]
1195,3,3,[8.9904468e-05 5.0478970e-04 4.8783862e-05 9.9935657e-01]
1196,3,3,[1.0571672e-04 4.3656500e-03 1.0203665e-04 9.9542660e-01]
1197,3,3,[1.5620809e-04 4.9768918e-04 9.4621471e-05 9.9925143e-01]
1198,3,3,[5.1640331e-05 6.4381934e-04 5.9060572e-04 9.9871397e-01]
1199,3,1,[6.8367835e-06 9.9570727e-01 3.1770751e-04 3.9682034e-03]
1200,3,3,[6.9960690e-05 3.1456992e-01 2.5086608e-03 6.8285143e-01]
1201,3,3,[6.5039145e-05 6.7089347e-04 8.4608130e-04 9.9841797e-01]
1202,3,3,[6.6469664e-05 2.7659442e-03 1.8220848e-03 9.9534553e-01]
1203,3,3,[4.2799389e-04 2.2615616e-04 1.0110660e-03 9.9833483e-01]
1204,1,3,[6.2574487e-05 1.9118287e-01 1.1815534e-03 8.0757308e-01]
1205,3,3,[6.8926500e-05 1.1401143e-01 8.4005436e-04 8.8507956e-01]
1206,2,3,[1.3036132e-04 6.0573133e-04 2.9484343e-03 9.9631554e-01]
1207,1,3,[5.01834111e-05 1.16751395e-01 3.77140031e-03 8.79427016e-01]
1208,3,3,[1.1638517e-04 2.1135052e-04 3.1416686e-04 9.9935812e-01]
1209,2,3,[1.2880856e-04 9.5182397e-05 2.5210981e-04 9.9952388e-01]
1210,3,3,[8.6423301e-04 8.9394260e-04 2.1633958e-03 9.9607843e-01]
1211,3,3,[9.5920375e-05 1.7164012e-04 1.6236013e-04 9.9957007e-01]
1212,3,3,[1.89815264e-03 1.03874634e-04 1.00109703e-03 9.96996880e-01]
1213,3,3,[1.19556404e-04 1.68339349e-03 2.67415540e-04 9.97929573e-01]
1214,3,3,[1.17950396e-04 1.17123156e-04 3.40197497e-04 9.99424815e-01]
1215,2,1,[2.2466802e-05 9.7408730e-01 3.6257401e-04 2.5527596e-02]
1216,3,3,[7.6981923e-05 1.8193967e-04 1.6910789e-04 9.9957198e-01]
1217,3,3,[1.5024676e-04 9.7521588e-05 1.6066912e-04 9.9959165e-01]
1218,3,3,[2.4066506e-04 1.6223898e-04 2.2499490e-04 9.9937207e-01]
1219,3,3,[1.7047231e-04 8.8488887e-05 1.4104054e-04 9.9959999e-01]
1220,3,1,[5.4427446e-06 9.9778819e-01 8.1447259e-05 2.1248846e-03]
1221,3,3,[1.6771868e-04 4.5987824e-03 1.3808232e-04 9.9509537e-01]
1222,3,3,[3.6246984e-04 7.3922085e-05 6.4636092e-04 9.9891722e-01]
1223,1,1,[8.9395689e-06 9.9886936e-01 1.7695954e-04 9.4474637e-04]
1224,3,3,[9.6788310e-05 1.3624656e-04 2.1090308e-04 9.9955612e-01]
1225,3,3,[1.3114398e-04 1.1527756e-04 1.4360624e-04 9.9961001e-01]
1226,3,3,[1.5793672e-04 3.3539187e-04 1.5229557e-04 9.9935442e-01]
1227,3,3,[1.33951427e-04 1.06563326e-04 1.32069923e-04 9.99627471e-01]
1228,3,3,[3.2732217e-04 9.0303756e-03 4.7174731e-04 9.9017054e-01]
1229,3,3,[4.8411899e-04 6.4034754e-04 1.2702779e-04 9.9874854e-01]
1230,3,3,[2.3106160e-04 2.3664012e-04 8.2136113e-03 9.9131876e-01]
1231,3,1,[4.7167787e-06 9.9900752e-01 2.3691342e-04 7.5082388e-04]
1232,3,3,[6.9657261e-05 3.5882037e-04 1.3158629e-04 9.9943990e-01]
1233,3,3,[8.15145322e-05 2.80081586e-04 1.08517896e-04 9.99529839e-01]
1234,3,3,[1.1054749e-04 4.2160595e-04 1.3226336e-04 9.9933559e-01]
1235,3,3,[7.9316400e-05 3.3644162e-04 1.0514172e-04 9.9947912e-01]
1236,3,3,[1.03343256e-04 2.05578096e-03 1.59916381e-04 9.97680902e-01]
1237,3,3,[1.1013846e-04 2.6655786e-03 1.1057122e-04 9.9711370e-01]
1238,3,3,[2.5456512e-04 8.0707629e-05 2.7542806e-04 9.9938929e-01]
1239,3,1,[8.7474991e-06 9.9523264e-01 4.5253830e-05 4.7133854e-03]
1240,3,3,[1.5114977e-04 5.6401957e-05 1.1571447e-03 9.9863523e-01]
1241,3,3,[1.8282614e-04 1.0731878e-04 2.3341711e-04 9.9947637e-01]
1242,3,3,[5.8012194e-04 2.6175039e-04 3.2138753e-01 6.7777061e-01]
1243,3,3,[2.4910987e-04 8.9077766e-05 2.8203090e-04 9.9937975e-01]
1244,3,3,[1.32171990e-04 1.02092024e-04 6.28978829e-04 9.99136746e-01]
1245,3,3,[1.9164843e-04 1.4629887e-04 3.2576037e-04 9.9933630e-01]
1246,3,3,[1.3048103e-03 1.2186283e-04 7.0859939e-02 9.2771339e-01]
1247,3,2,[4.11603651e-05 1.26384175e-05 9.98466790e-01 1.47938414e-03]
1248,3,3,[1.8245916e-04 8.2737577e-05 3.3244036e-02 9.6649075e-01]
1249,3,3,[3.5538772e-04 9.0279857e-05 3.6928564e-04 9.9918503e-01]
1250,3,3,[5.2170752e-04 1.3342954e-04 3.4926426e-02 9.6441841e-01]
1251,3,3,[1.2726273e-04 1.6131975e-04 1.8306563e-04 9.9952841e-01]
1252,3,3,[1.2022658e-03 7.8599995e-05 9.1985669e-03 9.8952067e-01]
1253,3,3,[4.5238450e-04 7.7911842e-05 1.9275259e-03 9.9754226e-01]
1254,3,3,[3.6316906e-04 6.8144254e-05 1.2251710e-02 9.8731691e-01]
1255,3,2,[7.5605050e-05 7.2808898e-06 9.9716383e-01 2.7532112e-03]
1256,3,3,[0.00179038 0.0018503  0.08967102 0.9066883 ]
1257,3,3,[4.1690939e-05 9.2372508e-04 1.6280811e-04 9.9887174e-01]
1258,3,3,[1.11352354e-04 2.00154376e-04 2.23594339e-04 9.99464929e-01]
1259,3,3,[5.4764187e-05 6.5094884e-04 9.6900767e-05 9.9919742e-01]
1260,1,3,[4.6426547e-05 3.7808153e-01 9.7744875e-03 6.1209750e-01]
1261,3,1,[1.0253785e-05 9.9583155e-01 4.6561868e-04 3.6925282e-03]
1262,3,3,[4.8014968e-05 1.3700125e-04 5.9798098e-04 9.9921703e-01]
1263,1,1,[1.0727588e-05 9.9664682e-01 2.3024930e-03 1.0399539e-03]
1264,3,3,[8.5036794e-05 7.7408869e-05 5.1485852e-04 9.9932265e-01]
1265,3,3,[1.7426784e-04 1.4253962e-04 1.9846270e-04 9.9948478e-01]
1266,3,3,[3.7335942e-04 1.8467533e-04 2.3212523e-04 9.9920988e-01]
1267,3,3,[1.29671840e-04 2.24874617e-04 1.15847746e-04 9.99529600e-01]
1268,3,1,[2.7154648e-04 5.5153918e-01 3.2509565e-01 1.2309361e-01]
1269,1,0,[0.83008516 0.00277423 0.01356132 0.15357932]
1270,3,3,[2.0322137e-04 1.2077235e-04 1.5554910e-03 9.9812049e-01]
1271,1,2,[5.1206828e-04 7.9120621e-03 9.9135393e-01 2.2193404e-04]
1272,3,2,[6.2411469e-05 7.9650927e-04 5.6574202e-01 4.3339905e-01]
1273,3,3,[5.2482806e-05 1.8034197e-04 2.7113024e-04 9.9949598e-01]
1274,3,3,[2.0531360e-04 1.0598504e-04 3.6697026e-04 9.9932170e-01]
1275,3,3,[8.5551939e-05 1.4363442e-04 1.7172747e-04 9.9959916e-01]
1276,3,3,[1.4831534e-05 1.4790312e-02 2.7501506e-03 9.8244470e-01]
1277,3,3,[4.3135072e-04 1.0944039e-04 4.2191742e-04 9.9903727e-01]
1278,3,3,[9.7787444e-05 1.0314819e-04 5.6614116e-04 9.9923289e-01]
1279,2,2,[1.6586991e-05 1.1401900e-02 9.8193604e-01 6.6453754e-03]
1280,3,3,[6.7988578e-05 4.3369512e-04 1.4037055e-04 9.9935800e-01]
1281,3,1,[6.3537562e-05 7.4040639e-01 4.6015773e-02 2.1351437e-01]
1282,3,3,[1.5444240e-04 4.2895394e-04 1.0602127e-04 9.9931061e-01]
1283,3,3,[9.1316353e-05 3.8755414e-04 7.1928669e-05 9.9944919e-01]
1284,3,3,[3.6309304e-04 5.1005846e-03 3.2045660e-04 9.9421591e-01]
1285,3,3,[1.4784247e-04 2.7636460e-03 8.0922502e-05 9.9700755e-01]
1286,3,3,[9.4752591e-05 2.1490027e-04 2.1568788e-04 9.9947459e-01]
1287,3,1,[5.2007540e-06 9.9730480e-01 7.9660596e-05 2.6102795e-03]
1288,3,3,[4.9542232e-05 1.5706186e-04 2.1069941e-04 9.9958271e-01]
1289,3,3,[8.5784515e-05 1.5870802e-04 1.2904803e-04 9.9962640e-01]
1290,3,3,[2.3154354e-04 1.3571871e-04 1.6546078e-04 9.9946731e-01]
1291,3,3,[1.0616308e-04 2.8894196e-04 7.8114055e-05 9.9952674e-01]
1292,3,3,[8.8304580e-05 1.4924916e-02 1.2794873e-03 9.8370725e-01]
1293,1,1,[5.0372819e-05 9.5299006e-01 4.1778715e-04 4.6541858e-02]
1294,3,3,[2.2720243e-04 8.2682302e-05 6.2795210e-04 9.9906224e-01]
1295,1,1,[5.3416043e-06 9.9869400e-01 4.3656491e-04 8.6411205e-04]
1296,1,3,[0.02805395 0.00108953 0.09248754 0.878369  ]
1297,3,3,[3.1369421e-04 1.2623511e-04 7.5233966e-04 9.9880779e-01]
1298,3,3,[0.35915986 0.00073546 0.06478657 0.5753181 ]
1299,3,3,[1.9954435e-04 1.1287629e-04 2.7489630e-04 9.9941278e-01]
1300,3,3,[7.9482340e-04 8.6165842e-04 1.4556837e-03 9.9688774e-01]
1301,1,1,[2.0025880e-03 9.8339349e-01 2.3566972e-04 1.4368263e-02]
1302,3,3,[1.2217055e-04 7.4299234e-05 1.0014536e-03 9.9880207e-01]
1303,1,1,[2.4182443e-03 9.9570590e-01 4.3711415e-04 1.4387727e-03]
1304,3,3,[2.7724457e-04 5.7178916e-04 2.9970951e-02 9.6918005e-01]
1305,3,3,[4.0890118e-05 1.7134452e-04 3.4765154e-04 9.9944013e-01]
1306,3,3,[8.5903252e-05 1.3330688e-04 4.0749987e-04 9.9937326e-01]
1307,3,3,[9.0336740e-05 1.0916142e-04 1.6402658e-04 9.9963641e-01]
1308,3,3,[5.5482052e-04 8.4801279e-05 1.1198655e-03 9.9824047e-01]
1309,3,3,[2.4808530e-04 3.1419718e-04 5.5576500e-04 9.9888188e-01]
1310,3,3,[8.7419707e-05 1.1409292e-04 7.7872205e-04 9.9901974e-01]
1311,3,2,[5.40029250e-05 1.14370715e-02 9.70439255e-01 1.80696640e-02]
1312,3,3,[7.710120e-04 9.182792e-05 5.348157e-03 9.937890e-01]
1313,3,3,[8.16441607e-05 1.15312876e-04 6.15214347e-04 9.99187887e-01]
1314,3,3,[1.9393557e-04 1.1551280e-04 4.9260701e-04 9.9919790e-01]
1315,3,3,[2.9193627e-04 7.7057441e-05 2.9716463e-04 9.9933380e-01]
1316,3,1,[2.5447750e-06 9.9716550e-01 2.3639519e-04 2.5955173e-03]
1317,3,3,[2.1269270e-04 5.1907077e-04 4.3620361e-04 9.9883205e-01]
1318,3,3,[4.0816734e-04 1.0643646e-04 8.2989217e-04 9.9865544e-01]
1319,3,1,[8.6879154e-06 9.9425668e-01 4.0958966e-03 1.6387174e-03]
1320,3,3,[7.7919292e-05 8.4300998e-05 3.1066287e-04 9.9952710e-01]
1321,3,3,[8.66056362e-05 1.15858114e-04 1.85228680e-04 9.99612391e-01]
1322,3,3,[1.21493686e-04 1.79118870e-04 2.00296432e-04 9.99499083e-01]
1323,3,3,[2.1191454e-04 9.3205359e-05 1.4000940e-04 9.9955493e-01]
1324,3,1,[6.6873495e-06 9.3777567e-01 9.6439413e-04 6.1253160e-02]
1325,3,3,[1.7067049e-04 5.4294374e-03 6.7080837e-04 9.9372911e-01]
1326,3,3,[1.5576661e-04 1.2045047e-04 6.8936229e-04 9.9903452e-01]
1327,2,1,[2.0334196e-06 9.9565840e-01 1.3730370e-03 2.9666284e-03]
1328,3,3,[2.1168352e-04 2.5143218e-04 2.6718671e-03 9.9686497e-01]
1329,3,3,[1.2417976e-04 9.5412615e-05 3.4704132e-04 9.9943334e-01]
1330,3,3,[2.2200560e-04 1.8997295e-04 5.0943944e-04 9.9907863e-01]
1331,3,3,[1.65964157e-04 1.09829285e-04 2.25233220e-04 9.99498963e-01]
1332,1,1,[1.3240377e-05 8.4794879e-01 1.2841246e-03 1.5075384e-01]
1333,3,3,[2.3076765e-04 1.1364487e-03 4.0063547e-04 9.9823219e-01]
1334,3,3,[2.2094452e-04 1.3571957e-04 2.0790827e-03 9.9756432e-01]
1335,1,1,[4.2734595e-05 7.9959822e-01 1.9698407e-01 3.3749382e-03]
1336,3,3,[0.0025093  0.00113252 0.00605296 0.9903052 ]
1337,3,3,[1.7071546e-04 3.0175873e-04 1.4816225e-04 9.9937928e-01]
1338,3,3,[2.2280027e-04 2.3030763e-04 1.5111679e-04 9.9939573e-01]
1339,3,3,[1.3687670e-04 3.3912633e-04 9.9960220e-05 9.9942410e-01]
1340,3,3,[1.7431584e-04 1.4282607e-01 5.6847278e-03 8.5131496e-01]
1341,3,3,[0.0090543  0.0869767  0.00572504 0.89824396]
1342,3,3,[1.5026098e-03 1.2373422e-04 1.1032462e-03 9.9727041e-01]
1343,1,1,[3.5793222e-05 9.9584007e-01 2.7615568e-03 1.3625402e-03]
1344,3,3,[1.9266065e-04 1.1916884e-03 2.2368770e-04 9.9839193e-01]
1345,3,3,[1.1530028e-04 2.2711976e-04 1.2322864e-04 9.9953437e-01]
1346,3,3,[3.4155458e-04 3.1685623e-04 2.2281717e-04 9.9911886e-01]
1347,3,3,[1.07452695e-04 2.47492979e-04 8.33068116e-05 9.99561727e-01]
1348,3,3,[2.3682976e-04 4.0399522e-02 5.9033500e-04 9.5877331e-01]
1349,3,3,[1.9286785e-04 1.2679271e-03 2.0131178e-04 9.9833786e-01]
1350,3,3,[1.75375026e-04 1.10054505e-04 8.49282427e-04 9.98865366e-01]
1351,1,1,[4.9653368e-06 9.9410421e-01 2.5478157e-04 5.6360853e-03]
1352,2,3,[2.1208725e-04 2.9263852e-04 1.6936217e-02 9.8255908e-01]
1353,3,3,[8.7194931e-05 1.1146447e-04 1.6744625e-04 9.9963391e-01]
1354,3,3,[4.5719329e-02 2.0033184e-04 3.6119705e-03 9.5046842e-01]
1355,3,3,[2.2069432e-04 1.0412263e-04 1.5781129e-04 9.9951732e-01]
1356,3,3,[4.6424993e-04 1.2806780e-04 1.1657232e-03 9.9824202e-01]
1357,3,3,[6.5190590e-04 1.2707307e-04 3.9564061e-04 9.9882537e-01]
1358,3,3,[1.2592664e-04 1.3810501e-04 1.3057208e-03 9.9843031e-01]
1359,2,2,[4.548039e-04 2.948075e-04 8.708144e-01 1.284360e-01]
1360,2,3,[7.9581543e-05 9.6123746e-05 3.0193263e-04 9.9952233e-01]
1361,3,3,[9.0008005e-05 4.2454823e-04 1.3099909e-04 9.9935442e-01]
1362,3,3,[2.8874897e-04 1.3413829e-04 2.1017433e-04 9.9936694e-01]
1363,3,3,[1.5552856e-04 2.2554294e-04 1.0961226e-04 9.9950933e-01]
1364,3,1,[9.0136869e-05 5.9056413e-01 8.8406657e-04 4.0846163e-01]
1365,3,3,[5.4571853e-04 3.7524325e-03 3.7577859e-04 9.9532604e-01]
1366,2,3,[1.5567290e-04 1.0279816e-04 1.1328101e-03 9.9860865e-01]
1367,2,1,[0.02491615 0.93730795 0.01022303 0.02755278]
1368,3,3,[6.5533459e-05 7.8286961e-05 4.9585686e-03 9.9489766e-01]
1369,3,3,[5.5457953e-05 1.5666724e-04 2.6522158e-04 9.9952269e-01]
1370,3,3,[1.0662391e-04 9.9066463e-05 2.9852864e-04 9.9949586e-01]
1371,3,3,[6.3518935e-05 2.1557226e-04 1.3899159e-04 9.9958199e-01]
1372,1,2,[4.3099088e-05 2.7488557e-01 6.2978441e-01 9.5286936e-02]
1373,3,3,[6.0424785e-04 2.1526667e-04 2.7166156e-04 9.9890876e-01]
1374,3,3,[1.1411212e-04 9.3640396e-05 9.1415975e-04 9.9887818e-01]
1375,1,2,[9.7851912e-03 3.3087442e-03 9.8649722e-01 4.0879750e-04]
